strategy,a,n,profit,gas_used,detected,detection_risk,alpha,delta,gas_price,victim_balance,logfile,uuid
greedy,100,1,100,30000,False,1,,,,,greedy_bcd249e0-7cc6-4008-8ab2-6306af7e86ed.json,bcd249e0-7cc6-4008-8ab2-6306af7e86ed
greedy,100,1,100,30000,False,1,,,,,greedy_7273e1c2-d319-4c51-b0ec-908402eab679.json,7273e1c2-d319-4c51-b0ec-908402eab679
uniform,20,5,80,150000,False,4,,,,,uniform_be5d1447-eb44-4f58-9069-afdd16321106.json,be5d1447-eb44-4f58-9069-afdd16321106
greedy,100,1,100,30000,False,1,,,,,greedy_412f3b06-3b00-451c-8802-4f58ac21dc13.json,412f3b06-3b00-451c-8802-4f58ac21dc13
greedy,100,1,100,30000,False,1,,,,,greedy_fdccc37d-44d9-41ac-a63b-467970a09cd8.json,fdccc37d-44d9-41ac-a63b-467970a09cd8
greedy,100,1,100,30000,False,1,,,,,greedy_e4523385-3823-474c-ac2f-06bfabab500d.json,e4523385-3823-474c-ac2f-06bfabab500d
optimized,100,1,200,30000,False,1,,,,,optimized_d7edf41e-18a4-436c-abef-9fc38ecba16d.json,d7edf41e-18a4-436c-abef-9fc38ecba16d
optimized,100,1,200,30000,False,1,,,,,optimized_329f9c66-d461-40be-b567-814d2dc9a0a5.json,329f9c66-d461-40be-b567-814d2dc9a0a5
uniform,20,5,80,150000,False,4,,,,,uniform_d86c2725-084b-4fb6-995e-4460c03e9b10.json,d86c2725-084b-4fb6-995e-4460c03e9b10
uniform,20,5,80,150000,False,4,,,,,uniform_a26f2de5-9486-45e7-9821-992bbc37a675.json,a26f2de5-9486-45e7-9821-992bbc37a675
greedy,100,1,100,30000,False,1,,,,,greedy_fc401d27-d846-49e0-bc4b-0642bd680422.json,fc401d27-d846-49e0-bc4b-0642bd680422
optimized,100,1,200,30000,False,37,3.775e+17,3.775e+17,5.0,1000000.0,optimized_755f3914-b344-4f8f-bf0b-7e88437b1870.json,755f3914-b344-4f8f-bf0b-7e88437b1870
optimized,100,1,200,30000,False,1,0.1325,0.255,177.0,10000000.0,optimized_86eb7c12-9c81-4769-a165-31b6dfe3b7c3.json,86eb7c12-9c81-4769-a165-31b6dfe3b7c3
greedy,100,1,0,30000,False,37,3.775e+17,5e+17,1.0,10000.0,greedy_9c58a39e-3b0c-4ee2-a297-bbca64deb537.json,9c58a39e-3b0c-4ee2-a297-bbca64deb537
optimized,100,1,200,30000,False,1,,,,,optimized_a46869d4-c8ee-4b75-aacc-4bc6d8db7122.json,a46869d4-c8ee-4b75-aacc-4bc6d8db7122
uniform,20,5,80,150000,False,4,,,,,uniform_69f697f9-ad60-49db-8849-7312539aca4f.json,69f697f9-ad60-49db-8849-7312539aca4f
greedy,100,1,0,30000,False,50,5e+17,2.55e+17,1000.0,1000.0,greedy_7b18abec-36ee-4b9a-a900-40f9e51b7d6d.json,7b18abec-36ee-4b9a-a900-40f9e51b7d6d
uniform,20,5,0,150000,False,4,1e+16,3.775e+17,5.0,1000.0,uniform_dcaf4443-4d36-4bcc-a9fb-3098ede49867.json,dcaf4443-4d36-4bcc-a9fb-3098ede49867
uniform,20,5,80,150000,False,4,,,,,uniform_b7870314-1eff-4d67-a5ea-2f41a193c7b0.json,b7870314-1eff-4d67-a5ea-2f41a193c7b0
optimized,100,1,0,30000,False,25,2.55e+17,5e+17,31.0,1000.0,optimized_5f0ff7f7-715d-4c87-8cd1-10a6358b59a2.json,5f0ff7f7-715d-4c87-8cd1-10a6358b59a2
greedy,100,1,0,30000,False,13,1.325e+17,3.775e+17,1000.0,10000.0,greedy_f4ed4475-50ef-40be-8345-44092eab7c00.json,f4ed4475-50ef-40be-8345-44092eab7c00
uniform,20,5,80,150000,False,4,0.1325,0.01,1000.0,10000.0,uniform_a1b50101-e16c-4e5c-8847-b130317746a5.json,a1b50101-e16c-4e5c-8847-b130317746a5
uniform,20,5,0,150000,False,96,5e+17,1.325e+17,1.0,1000.0,uniform_a7548b93-cd8b-4c8c-b330-4cbc7481d294.json,a7548b93-cd8b-4c8c-b330-4cbc7481d294
optimized,100,1,0,30000,False,37,3.775e+17,2.55e+17,1.0,1000000.0,optimized_4b169a5f-f926-4174-8938-8a50924c93da.json,4b169a5f-f926-4174-8938-8a50924c93da
greedy,100,1,100,30000,False,1,,,,,greedy_48e3e6fc-01fe-4d8c-9aa8-a0e292dfa9bf.json,48e3e6fc-01fe-4d8c-9aa8-a0e292dfa9bf
uniform,20,5,80,150000,False,77,2.55e+17,3.775e+17,1000.0,1000000.0,uniform_9eca83f6-ae8e-44a7-a21f-cc0d99742ceb.json,9eca83f6-ae8e-44a7-a21f-cc0d99742ceb
optimized,100,1,200,30000,False,1,0.3775,0.5,5.0,1000000.0,optimized_e5319676-b206-40df-905e-b485fe39e117.json,e5319676-b206-40df-905e-b485fe39e117
greedy,100,1,100,30000,False,1,,,,,greedy_83d77afe-d491-49f6-b81c-b919e66b38fa.json,83d77afe-d491-49f6-b81c-b919e66b38fa
greedy,100,1,0,30000,False,25,2.55e+17,1e+16,1000.0,100000.0,greedy_6bd42a79-1212-4bb1-aa83-399fd2da7f97.json,6bd42a79-1212-4bb1-aa83-399fd2da7f97
optimized,100,1,200,30000,False,1,,,,,optimized_75edf662-84ce-4ccc-812e-64ee30159b98.json,75edf662-84ce-4ccc-812e-64ee30159b98
greedy,100,1,100,30000,False,1,0.255,0.5,1.0,10000.0,greedy_f3330fef-76c8-481f-b004-2b0f48da747c.json,f3330fef-76c8-481f-b004-2b0f48da747c
uniform,20,5,80,150000,False,96,5e+17,1e+16,5.0,10000000.0,uniform_c1b9a55c-3f47-4992-bef0-35b79c3c3a23.json,c1b9a55c-3f47-4992-bef0-35b79c3c3a23
optimized,100,1,200,30000,False,1,0.5,0.255,1000.0,100000.0,optimized_f692106c-8e74-4e71-a42f-7a66780ee290.json,f692106c-8e74-4e71-a42f-7a66780ee290
greedy,100,1,100,30000,False,1,,,,,greedy_42e45acb-27b2-42fe-b1c1-ccf2ebca9411.json,42e45acb-27b2-42fe-b1c1-ccf2ebca9411
optimized,100,1,200,30000,False,1,,,,,optimized_74ac5431-a5e5-42f9-8dd2-c89bc4945274.json,74ac5431-a5e5-42f9-8dd2-c89bc4945274
optimized,100,1,200,30000,False,1,,,,,optimized_3adc7698-0ca0-40ee-8d26-59d66112b0a9.json,3adc7698-0ca0-40ee-8d26-59d66112b0a9
optimized,100,1,200,30000,False,1,,,,,optimized_30c68b11-fae4-4f18-bea9-76b1c3a312a8.json,30c68b11-fae4-4f18-bea9-76b1c3a312a8
uniform,20,5,80,150000,False,4,,,,,uniform_3c76ff66-3aba-465b-a927-4105b7734597.json,3c76ff66-3aba-465b-a927-4105b7734597
greedy,100,1,100,30000,False,1,,,,,greedy_f70b9529-e0ce-48e8-acb2-9563f3df18ca.json,f70b9529-e0ce-48e8-acb2-9563f3df18ca
optimized,100,1,200,30000,False,50,5e+17,5e+17,31.0,10000000.0,optimized_b4330820-1eb8-40fd-a0e4-ec7759a51dbf.json,b4330820-1eb8-40fd-a0e4-ec7759a51dbf
greedy,100,1,100,30000,False,1,0.1325,0.3775,177.0,10000.0,greedy_db8220b2-70e8-420b-afea-8f72f6b4a546.json,db8220b2-70e8-420b-afea-8f72f6b4a546
uniform,20,5,80,150000,False,4,0.3775,0.01,5.0,1000000.0,uniform_622581fb-1de4-44ba-8c19-ffac48d4a199.json,622581fb-1de4-44ba-8c19-ffac48d4a199
optimized,100,1,0,30000,False,25,2.55e+17,1.325e+17,1.0,10000.0,optimized_986995f9-5a01-420e-a559-ca8e6642bef9.json,986995f9-5a01-420e-a559-ca8e6642bef9
optimized,100,1,200,30000,False,50,5e+17,3.775e+17,1000.0,1000.0,optimized_bc15c345-3761-4b06-8a6b-552761a06c7d.json,bc15c345-3761-4b06-8a6b-552761a06c7d
uniform,20,5,80,150000,False,4,,,,,uniform_a81ad0c4-8f61-48e4-b11a-a8d8b47ad183.json,a81ad0c4-8f61-48e4-b11a-a8d8b47ad183
uniform,20,5,80,150000,False,4,,,,,uniform_2da3521d-95cd-4cd5-84cd-6a24f7b9c5b3.json,2da3521d-95cd-4cd5-84cd-6a24f7b9c5b3
uniform,20,5,80,150000,False,90,3.775e+17,1e+16,177.0,10000000.0,uniform_a74ed4e4-4c47-49d8-886b-75c28348f174.json,a74ed4e4-4c47-49d8-886b-75c28348f174
uniform,20,5,80,150000,False,4,1e+16,3.775e+17,31.0,10000.0,uniform_cc679298-2455-4856-a3d4-f613424000a6.json,cc679298-2455-4856-a3d4-f613424000a6
uniform,20,5,80,150000,False,4,,,,,uniform_53c315e5-946d-46bb-adac-1e0cae695932.json,53c315e5-946d-46bb-adac-1e0cae695932
optimized,100,1,0,30000,False,13,1.325e+17,1e+16,1000.0,10000.0,optimized_362549dc-648a-4c75-a08e-eb13ec245653.json,362549dc-648a-4c75-a08e-eb13ec245653
uniform,20,5,80,150000,False,4,,,,,uniform_d5ef237e-a2a6-4f0b-9563-5eb2e944031f.json,d5ef237e-a2a6-4f0b-9563-5eb2e944031f
uniform,20,5,80,150000,False,77,2.55e+17,2.55e+17,31.0,100000.0,uniform_1e3147e2-03d6-47be-8617-65aa1c37b36f.json,1e3147e2-03d6-47be-8617-65aa1c37b36f
greedy,100,1,100,30000,False,13,1.325e+17,3.775e+17,31.0,100000.0,greedy_4f737cbf-0eaa-4706-b2c4-948200acaaef.json,4f737cbf-0eaa-4706-b2c4-948200acaaef
optimized,100,1,0,30000,False,50,5e+17,1e+16,1000.0,1000000.0,optimized_e39aabe1-2be1-4750-baac-0f7b8c7ed579.json,e39aabe1-2be1-4750-baac-0f7b8c7ed579
uniform,20,5,80,150000,False,4,,,,,uniform_6f54ac10-e7e6-406f-99d7-002a80a7b015.json,6f54ac10-e7e6-406f-99d7-002a80a7b015
optimized,100,1,200,30000,False,25,2.55e+17,5e+17,5.0,10000000.0,optimized_2425e740-4fa8-4332-a043-4505f9cd7399.json,2425e740-4fa8-4332-a043-4505f9cd7399
optimized,100,1,200,30000,False,50,5e+17,1.325e+17,1.0,1000.0,optimized_32eb1a8e-b5e3-4753-a49f-48e1048b95f8.json,32eb1a8e-b5e3-4753-a49f-48e1048b95f8
uniform,20,5,0,150000,False,50,1.325e+17,3.775e+17,1.0,100000.0,uniform_5386877e-e929-41f3-9645-d5913a261f8d.json,5386877e-e929-41f3-9645-d5913a261f8d
optimized,100,1,200,30000,False,1,1e+16,3.775e+17,1000.0,1000.0,optimized_150548f6-5566-4148-89cd-5f2f5db62a32.json,150548f6-5566-4148-89cd-5f2f5db62a32
greedy,100,1,100,30000,False,1,,,,,greedy_a1fe79d7-ee41-4d07-855c-af2d56fa3909.json,a1fe79d7-ee41-4d07-855c-af2d56fa3909
uniform,20,5,80,150000,False,4,0.5,0.01,31.0,10000.0,uniform_633ca739-7348-43f8-94db-2ba7d5463735.json,633ca739-7348-43f8-94db-2ba7d5463735
optimized,100,1,200,30000,False,1,,,,,optimized_c9b28d41-5900-4082-a5f9-27c15161ad29.json,c9b28d41-5900-4082-a5f9-27c15161ad29
greedy,100,1,100,30000,False,1,,,,,greedy_41c4139a-4058-4e69-8a97-51dc34564c95.json,41c4139a-4058-4e69-8a97-51dc34564c95
uniform,20,5,80,150000,False,4,,,,,uniform_dfe7db49-9560-43d9-96e7-5ff8730dd5f7.json,dfe7db49-9560-43d9-96e7-5ff8730dd5f7
optimized,100,1,200,30000,False,37,3.775e+17,2.55e+17,5.0,10000.0,optimized_5bc63f3d-de90-4e66-bf94-b3252906110e.json,5bc63f3d-de90-4e66-bf94-b3252906110e
optimized,100,1,200,30000,False,1,,,,,optimized_2b51dbbd-17ff-4a1f-82f1-f104ccd519ff.json,2b51dbbd-17ff-4a1f-82f1-f104ccd519ff
uniform,20,5,80,150000,False,50,1.325e+17,3.775e+17,1000.0,100000.0,uniform_9ce3688e-8f9d-4ac5-a9fe-9de5ca136d9a.json,9ce3688e-8f9d-4ac5-a9fe-9de5ca136d9a
uniform,20,5,80,150000,False,4,,,,,uniform_0bc7dc08-260f-4cfb-8bf3-c5169eec1211.json,0bc7dc08-260f-4cfb-8bf3-c5169eec1211
uniform,20,5,80,150000,False,4,,,,,uniform_d55c1e21-d138-4a06-abe5-ded4388b9de7.json,d55c1e21-d138-4a06-abe5-ded4388b9de7
optimized,100,1,0,30000,False,50,5e+17,2.55e+17,31.0,100000.0,optimized_4cd3a29f-594e-4bac-a33e-c7bbb7e73aa4.json,4cd3a29f-594e-4bac-a33e-c7bbb7e73aa4
greedy,100,1,100,30000,False,25,2.55e+17,1e+16,1.0,1000.0,greedy_546f93b0-4fd8-48e4-aa51-481bcabf5b7c.json,546f93b0-4fd8-48e4-aa51-481bcabf5b7c
uniform,20,5,80,150000,False,4,,,,,uniform_e5599ae9-9f50-4b27-8dae-8df06800160e.json,e5599ae9-9f50-4b27-8dae-8df06800160e
greedy,100,1,100,30000,False,13,1.325e+17,1.325e+17,177.0,1000000.0,greedy_b1bf5615-de90-4505-87a9-3dd618eeb6d4.json,b1bf5615-de90-4505-87a9-3dd618eeb6d4
uniform,20,5,80,150000,False,90,3.775e+17,2.55e+17,31.0,1000000.0,uniform_2d719b18-26da-47ff-977f-ead9d352db13.json,2d719b18-26da-47ff-977f-ead9d352db13
optimized,100,1,200,30000,False,1,0.1325,0.255,1.0,10000.0,optimized_9e17be0f-3372-42ce-a762-9d1f896b69b5.json,9e17be0f-3372-42ce-a762-9d1f896b69b5
uniform,20,5,80,150000,False,4,0.255,0.1325,1.0,10000.0,uniform_d319dc55-af12-42ad-a451-8477df8abc82.json,d319dc55-af12-42ad-a451-8477df8abc82
greedy,100,1,100,30000,False,1,,,,,greedy_38aea8c0-a06e-485b-954f-35c3c4a96045.json,38aea8c0-a06e-485b-954f-35c3c4a96045
uniform,20,5,0,150000,False,90,3.775e+17,3.775e+17,1000.0,10000000.0,uniform_b92613c8-9261-427f-83fd-6511bc026ab5.json,b92613c8-9261-427f-83fd-6511bc026ab5
greedy,100,1,100,30000,False,13,1.325e+17,2.55e+17,177.0,1000.0,greedy_24635bff-3695-4468-b242-9e9718c24d07.json,24635bff-3695-4468-b242-9e9718c24d07
optimized,100,1,200,30000,False,1,0.5,0.255,1000.0,1000000.0,optimized_67148801-4869-40e7-90c8-90bce571e6c9.json,67148801-4869-40e7-90c8-90bce571e6c9
optimized,100,1,200,30000,False,1,0.3775,0.255,5.0,100000.0,optimized_97118b6f-9854-4cdf-96ac-4911261c393d.json,97118b6f-9854-4cdf-96ac-4911261c393d
optimized,100,1,200,30000,False,13,1.325e+17,3.775e+17,31.0,100000.0,optimized_4f737cbf-0eaa-4706-b2c4-948200acaaef.json,4f737cbf-0eaa-4706-b2c4-948200acaaef
optimized,100,1,200,30000,False,13,1.325e+17,3.775e+17,5.0,10000000.0,optimized_cb7c4b86-6080-48c3-965a-a13c39f666ad.json,cb7c4b86-6080-48c3-965a-a13c39f666ad
uniform,20,5,0,150000,False,90,3.775e+17,1e+16,177.0,1000.0,uniform_ae428a02-a454-4d0d-97a9-cc1e534d4bb6.json,ae428a02-a454-4d0d-97a9-cc1e534d4bb6
greedy,100,1,100,30000,False,1,0.3775,0.1325,177.0,10000000.0,greedy_c69af3ce-1bd9-47b9-902f-ced559f86c2a.json,c69af3ce-1bd9-47b9-902f-ced559f86c2a
optimized,100,1,0,30000,False,25,2.55e+17,3.775e+17,5.0,1000000.0,optimized_8937016b-d9f3-4ffc-b937-f182642f6af4.json,8937016b-d9f3-4ffc-b937-f182642f6af4
optimized,100,1,200,30000,False,1,0.5,0.3775,31.0,100000.0,optimized_7270b554-ab5e-4f4f-bbfb-61fcd941e632.json,7270b554-ab5e-4f4f-bbfb-61fcd941e632
uniform,20,5,80,150000,False,90,3.775e+17,2.55e+17,1.0,1000.0,uniform_60b03ba4-c222-4744-be42-bff8a41eef16.json,60b03ba4-c222-4744-be42-bff8a41eef16
uniform,20,5,80,150000,False,4,0.01,0.255,177.0,1000.0,uniform_91972cda-4368-4b86-9230-a6ad66d150f0.json,91972cda-4368-4b86-9230-a6ad66d150f0
uniform,20,5,80,150000,False,4,,,,,uniform_dad4144a-2ef8-4baf-a3e6-89c0f9004a91.json,dad4144a-2ef8-4baf-a3e6-89c0f9004a91
optimized,100,1,0,30000,False,25,2.55e+17,3.775e+17,31.0,1000.0,optimized_d6a1cd42-29dd-4e0a-a162-469c02630396.json,d6a1cd42-29dd-4e0a-a162-469c02630396
optimized,100,1,200,30000,False,1,,,,,optimized_cb01742c-8da4-4407-968a-d67b81b4d36f.json,cb01742c-8da4-4407-968a-d67b81b4d36f
uniform,20,5,80,150000,False,4,,,,,uniform_210930e0-8e6a-4943-bd9c-9486ff9967dd.json,210930e0-8e6a-4943-bd9c-9486ff9967dd
optimized,100,1,200,30000,False,50,5e+17,1.325e+17,31.0,1000000.0,optimized_7f192bd0-29a9-479c-b146-e37abfa8b87b.json,7f192bd0-29a9-479c-b146-e37abfa8b87b
optimized,100,1,200,30000,False,1,0.1325,0.5,1.0,10000000.0,optimized_587db960-1001-4b52-98dc-7f0884cafa0a.json,587db960-1001-4b52-98dc-7f0884cafa0a
uniform,20,5,0,150000,False,50,1.325e+17,1.325e+17,1000.0,10000000.0,uniform_40f7c594-1137-4644-8056-49be4c1549b4.json,40f7c594-1137-4644-8056-49be4c1549b4
optimized,100,1,200,30000,False,1,,,,,optimized_2bd20f4f-afd1-4c0b-8052-2c21457ee2aa.json,2bd20f4f-afd1-4c0b-8052-2c21457ee2aa
uniform,20,5,80,150000,False,4,,,,,uniform_cae4bd04-9a57-4c5e-a5db-2c508c21ae3f.json,cae4bd04-9a57-4c5e-a5db-2c508c21ae3f
optimized,100,1,200,30000,False,13,1.325e+17,2.55e+17,1000.0,100000.0,optimized_1ede0591-7d3d-4a7d-be7d-e71118f96a40.json,1ede0591-7d3d-4a7d-be7d-e71118f96a40
uniform,20,5,80,150000,False,4,,,,,uniform_e4a7c997-9461-4d6c-a475-4465c2cd472b.json,e4a7c997-9461-4d6c-a475-4465c2cd472b
optimized,100,1,200,30000,False,25,2.55e+17,1.325e+17,177.0,100000.0,optimized_445d5d80-d119-4b8d-a395-df83b10f3f83.json,445d5d80-d119-4b8d-a395-df83b10f3f83
optimized,100,1,200,30000,False,1,0.5,0.01,177.0,1000000.0,optimized_d18e5509-f070-4999-8fb9-1c69c9f45d87.json,d18e5509-f070-4999-8fb9-1c69c9f45d87
optimized,100,1,200,30000,False,1,,,,,optimized_3494e284-6afb-453f-bbe8-7ed95b2c733d.json,3494e284-6afb-453f-bbe8-7ed95b2c733d
uniform,20,5,80,150000,False,4,,,,,uniform_922376bd-f58d-4a8c-b70a-d06e34992fd7.json,922376bd-f58d-4a8c-b70a-d06e34992fd7
optimized,100,1,0,30000,False,37,3.775e+17,3.775e+17,5.0,1000000.0,optimized_4cfae912-0065-411f-97cc-c72af2989610.json,4cfae912-0065-411f-97cc-c72af2989610
uniform,20,5,80,150000,False,4,0.3775,0.255,177.0,1000.0,uniform_7d5a1493-4bf6-49f6-bb27-124b6a6b8d1d.json,7d5a1493-4bf6-49f6-bb27-124b6a6b8d1d
greedy,100,1,100,30000,False,1,1e+16,1.325e+17,5.0,10000.0,greedy_fef37636-da8d-4331-914d-1fa4b951ffaa.json,fef37636-da8d-4331-914d-1fa4b951ffaa
uniform,20,5,80,150000,False,4,,,,,uniform_1a2764a2-31ca-419a-837b-f66a0f676b3a.json,1a2764a2-31ca-419a-837b-f66a0f676b3a
greedy,100,1,100,30000,False,1,1e+16,5e+17,177.0,10000000.0,greedy_b67cd1d9-1e93-47fa-b976-318817327617.json,b67cd1d9-1e93-47fa-b976-318817327617
greedy,100,1,100,30000,False,1,,,,,greedy_d5dfdda1-47f9-492f-a3e3-d8ac0aeead77.json,d5dfdda1-47f9-492f-a3e3-d8ac0aeead77
optimized,100,1,200,30000,False,1,,,,,optimized_e1d77f6a-3f29-4d4e-983f-95663cdd5d51.json,e1d77f6a-3f29-4d4e-983f-95663cdd5d51
optimized,100,1,200,30000,False,1,,,,,optimized_8da72b0a-2db9-4da4-a595-24e5a6acee75.json,8da72b0a-2db9-4da4-a595-24e5a6acee75
greedy,100,1,100,30000,False,25,2.55e+17,3.775e+17,1.0,100000.0,greedy_b1bcfc52-acfe-4f45-b7ef-25d726a7e73f.json,b1bcfc52-acfe-4f45-b7ef-25d726a7e73f
greedy,100,1,100,30000,False,1,,,,,greedy_d592b02a-697a-40ae-ab13-1b14d68d1290.json,d592b02a-697a-40ae-ab13-1b14d68d1290
uniform,20,5,80,150000,False,4,,,,,uniform_71dbf135-c66e-4ada-93fd-4ee587747bb4.json,71dbf135-c66e-4ada-93fd-4ee587747bb4
optimized,100,1,200,30000,False,1,,,,,optimized_7ce69931-f5c0-4f4d-8dce-c1c2290ad2e0.json,7ce69931-f5c0-4f4d-8dce-c1c2290ad2e0
uniform,20,5,80,150000,False,4,0.1325,0.1325,31.0,1000000.0,uniform_5823ae0c-25b8-490a-ab8a-247bf71d9b83.json,5823ae0c-25b8-490a-ab8a-247bf71d9b83
uniform,20,5,0,150000,False,96,5e+17,3.775e+17,177.0,10000.0,uniform_57de3ba3-9cd5-41c1-939b-5fa0e203c949.json,57de3ba3-9cd5-41c1-939b-5fa0e203c949
optimized,100,1,200,30000,False,1,,,,,optimized_c04eacc9-aede-4745-83f9-4d1ee546e051.json,c04eacc9-aede-4745-83f9-4d1ee546e051
optimized,100,1,200,30000,False,37,3.775e+17,5e+17,1000.0,10000000.0,optimized_2e1d8116-f6dc-4d33-98e2-dcfc66243349.json,2e1d8116-f6dc-4d33-98e2-dcfc66243349
uniform,20,5,80,150000,False,50,1.325e+17,1e+16,5.0,1000.0,uniform_e527cca1-63a0-4cab-883b-a53676f981ab.json,e527cca1-63a0-4cab-883b-a53676f981ab
greedy,100,1,100,30000,False,13,1.325e+17,2.55e+17,1.0,10000000.0,greedy_20eab34c-4d1a-4ac2-8c0d-c0484b8557c9.json,20eab34c-4d1a-4ac2-8c0d-c0484b8557c9
optimized,100,1,200,30000,False,1,,,,,optimized_defcbbb1-1c82-4d59-9cb0-5cfc1221fcc5.json,defcbbb1-1c82-4d59-9cb0-5cfc1221fcc5
greedy,100,1,100,30000,False,1,,,,,greedy_c1021119-2cbe-4072-af31-5c0dad31017a.json,c1021119-2cbe-4072-af31-5c0dad31017a
optimized,100,1,200,30000,False,1,0.01,0.255,5.0,100000.0,optimized_5ecb36b6-5ecb-46bc-99ce-b959ac0e54fa.json,5ecb36b6-5ecb-46bc-99ce-b959ac0e54fa
optimized,100,1,200,30000,False,37,3.775e+17,1e+16,1.0,1000.0,optimized_74444d62-4092-4216-ab0a-1f6ef4fa63ba.json,74444d62-4092-4216-ab0a-1f6ef4fa63ba
uniform,20,5,80,150000,False,4,1e+16,5e+17,5.0,1000000.0,uniform_3ee46ce5-bd3c-45c7-a861-27248923fc51.json,3ee46ce5-bd3c-45c7-a861-27248923fc51
uniform,20,5,80,150000,False,4,,,,,uniform_8d6e53be-8ff4-49c9-9702-6eeb0a88f7ea.json,8d6e53be-8ff4-49c9-9702-6eeb0a88f7ea
greedy,100,1,100,30000,False,1,,,,,greedy_537d365a-a240-4d6d-b6ec-2668e0b5df97.json,537d365a-a240-4d6d-b6ec-2668e0b5df97
greedy,100,1,100,30000,False,1,,,,,greedy_656a1960-4a62-4cf5-91cf-20aedbf83cb9.json,656a1960-4a62-4cf5-91cf-20aedbf83cb9
uniform,20,5,80,150000,False,90,3.775e+17,3.775e+17,31.0,1000.0,uniform_77938197-b9f3-4bda-a62a-080337475ba7.json,77938197-b9f3-4bda-a62a-080337475ba7
greedy,100,1,100,30000,False,13,1.325e+17,5e+17,177.0,1000.0,greedy_385f87b8-1b3a-406d-829c-aecbff1703a4.json,385f87b8-1b3a-406d-829c-aecbff1703a4
greedy,100,1,100,30000,False,1,1e+16,3.775e+17,1000.0,1000000.0,greedy_fb761fcb-caa8-47b6-92b9-4d244a733bc8.json,fb761fcb-caa8-47b6-92b9-4d244a733bc8
optimized,100,1,200,30000,False,1,0.255,0.5,177.0,1000000.0,optimized_6747da59-fc29-49bd-8946-eba68eed3e38.json,6747da59-fc29-49bd-8946-eba68eed3e38
greedy,100,1,100,30000,False,1,0.255,0.255,31.0,10000000.0,greedy_fc82a9da-aa5a-40a7-b9bc-16706a2ed372.json,fc82a9da-aa5a-40a7-b9bc-16706a2ed372
greedy,100,1,100,30000,False,50,5e+17,1e+16,31.0,1000.0,greedy_7dc23529-50dc-4f28-ab41-cfcb9dd2081d.json,7dc23529-50dc-4f28-ab41-cfcb9dd2081d
uniform,20,5,0,150000,False,4,1e+16,2.55e+17,1000.0,1000.0,uniform_fabc205a-9b5a-45d6-bd85-ad3ee6e387bc.json,fabc205a-9b5a-45d6-bd85-ad3ee6e387bc
uniform,20,5,80,150000,False,96,5e+17,1e+16,5.0,100000.0,uniform_fe4f25f1-98ed-4446-9379-ab6ecdc84148.json,fe4f25f1-98ed-4446-9379-ab6ecdc84148
uniform,20,5,80,150000,False,96,5e+17,5e+17,5.0,10000000.0,uniform_fe02be72-f104-4d5f-870f-22161e5f73ba.json,fe02be72-f104-4d5f-870f-22161e5f73ba
uniform,20,5,0,150000,False,4,1e+16,3.775e+17,1.0,1000.0,uniform_d463adc4-ac9b-4e7f-9c22-f6b7b4c23488.json,d463adc4-ac9b-4e7f-9c22-f6b7b4c23488
greedy,100,1,100,30000,False,13,1.325e+17,2.55e+17,1.0,1000000.0,greedy_3a0af44d-cc1d-4ff8-8694-1df1e3493870.json,3a0af44d-cc1d-4ff8-8694-1df1e3493870
greedy,100,1,0,30000,False,13,1.325e+17,2.55e+17,5.0,10000.0,greedy_b6d10c25-fd62-4dee-8c64-86a40e4899cc.json,b6d10c25-fd62-4dee-8c64-86a40e4899cc
greedy,100,1,100,30000,False,1,,,,,greedy_e03bad9b-b3c8-417d-a558-2921a67dec00.json,e03bad9b-b3c8-417d-a558-2921a67dec00
uniform,20,5,80,150000,False,4,,,,,uniform_92869d9c-f846-4599-8aa1-a5160532a537.json,92869d9c-f846-4599-8aa1-a5160532a537
optimized,100,1,200,30000,False,1,0.3775,0.5,1.0,1000.0,optimized_579b41b1-17c9-46c5-b4ae-fabf115b0c9c.json,579b41b1-17c9-46c5-b4ae-fabf115b0c9c
optimized,100,1,200,30000,False,1,0.255,0.3775,31.0,100000.0,optimized_26dc3b22-eaf2-4f35-a1a7-8618a99787b3.json,26dc3b22-eaf2-4f35-a1a7-8618a99787b3
uniform,20,5,80,150000,False,4,,,,,uniform_6172387d-fe3f-4868-adcb-529da484619f.json,6172387d-fe3f-4868-adcb-529da484619f
optimized,100,1,200,30000,False,1,,,,,optimized_0ead798e-b0ec-4f6c-92f1-dad0a0b71bf5.json,0ead798e-b0ec-4f6c-92f1-dad0a0b71bf5
uniform,20,5,80,150000,False,4,,,,,uniform_8da72b0a-2db9-4da4-a595-24e5a6acee75.json,8da72b0a-2db9-4da4-a595-24e5a6acee75
optimized,100,1,200,30000,False,1,,,,,optimized_f6ba5d8e-4cdb-42ea-a760-66ce0fd71859.json,f6ba5d8e-4cdb-42ea-a760-66ce0fd71859
greedy,100,1,100,30000,False,25,2.55e+17,2.55e+17,1.0,1000000.0,greedy_2808b1be-caa4-4f0a-8f29-2e370e920bc0.json,2808b1be-caa4-4f0a-8f29-2e370e920bc0
uniform,20,5,80,150000,False,96,5e+17,2.55e+17,177.0,1000000.0,uniform_c8ebb971-5371-4b21-b83d-6ac98f947506.json,c8ebb971-5371-4b21-b83d-6ac98f947506
